S NO.	COMPANY NAME	COMPANY CATEGORY
415	TELANGANA STATE POWER GENERATION CORPORATION LIMITED	ELITE
416	TEXAS INSTRUMENTS (INDIA) PRIVATE LIMITED	ELITE
417	THDC INDIA LIMITED	ELITE
418	THE BANK OF MAHARASHTRA	ELITE
419	THE COTTON CORPORATION OF INDIA LIMITED	ELITE
420	THE FEDERAL BANK LIMITED	ELITE
421	THE GREAT EASTERN SHIPPING COMPANY LIMITED	ELITE
422	THE KARNATAKA BANK LIMITED	ELITE
423	THE KARUR VYSYA BANK LIMITED	ELITE
424	THE RAMCO CEMENTS LIMITED	ELITE
425	THE SINGARENI COLLIERIES COMPANY LIMITED	ELITE
426	THE SUPREME INDUSTRIES LIMITED	ELITE
427	THE TATA POWER COMPANY LIMITED	ELITE
428	THE TINPLATE COMPANY OF INDIA	ELITE
429	THERMAX (INDIA) PRIVATE LIMITED	ELITE
430	THERMAX LIMITED	ELITE
431	TITAN COMPANY LIMITED	ELITE
432	TORRENT PHARMACEUTICALS LIMITED	ELITE
433	TORRENT POWER LIMITED	ELITE
434	TRACTORS AND FARM EQUIPMENT LIMITED	ELITE
435	TRENT	ELITE
436	TRF LIMITED	ELITE
437	TRL KROSAKI REFRACTORIES	ELITE
438	TUBE INVESTMENTS OF INDIA LIMITED	ELITE
439	TVS MOTOR COMPANY LIMITED	ELITE
440	UCO BANK	ELITE
441	ULTRATECH CEMENT LIMITED	ELITE
442	UNION BANK OF INDIA	ELITE
443	UNITED BANK OF INDIA	ELITE
444	UNITED INDIA INSURANCE CO LIMITED	ELITE
445	UNITED NATIONS BODIES SUCH AS UNICEF, UNESCO	ELITE
446	UNO (UNITED NATION)	ELITE
447	US Technologies International Pvt Ltd	ELITE
448	VALUE LABS(PPAPP)	ELITE
449	VEDANTA LIMITED	ELITE
450	VERIZON INDIA PRIVATE LIMITED	ELITE
451	VIJAYA BANK LIMITED	ELITE
452	VIVANTA BY TAJ	ELITE
453	VOLTAS LIMITED	ELITE
454	WESTERN NAVAL COMMAN(PN014)	ELITE
455	WESTLAND	ELITE
456	WHIRLPOOL OF INDIA LIMITED	ELITE
457	WIPRO ENTERPRISES PVT LTD	ELITE
458	WIPRO INFOTECH LIMITED	ELITE
459	WIPRO LIMITED (ALSO WIPRO TECHNOLOGIES A BUSINESS DIVISION OF WIPRO LIMITED)	ELITE
460	YAHOO SOFTWARE DEVELOPMENT INDIA PRIVATE LIMITED	ELITE
461	YES BANK LIMITED	ELITE
462	ZYDUS CADILA	ELITE
463	2I CAPITAL (INDIA) PRIVATE LIMITED	SUPER PRIME
464	3I INDIA PRIVATE LIMITED	SUPER PRIME
465	3I Infotech Ltd	SUPER PRIME
466	3M ELECTRO AND COMMUNICATION INDIA PRIVATE LIMITED	SUPER PRIME
467	A AND E INDIA PRIVATE LIMITED	SUPER PRIME
468	A F FERGUSON & CO	SUPER PRIME
469	A P W PRESIDENTS SY	SUPER PRIME
470	A PLUS EDUCATION SOLUTIONS PRIVATE LIMITED	SUPER PRIME
471	A V PAREKH TECH INST	SUPER PRIME
472	A W FABER CASTELL (INDIA) PRIVATE LIMITED	SUPER PRIME
473	A&A DUKAAN FINANCIAL SERVICES PRIVATE LIMITED	SUPER PRIME
474	A.TREDS LIMITED	SUPER PRIME
475	AAPT OUTSOURCING SOLUTIONS PRIVATE LIMITED	SUPER PRIME
476	AARTI DRUGS LIMITED	SUPER PRIME
477	AARTI INDUSTRIES LIMITED	SUPER PRIME
478	AB MAURI INDIA PRIVATE LIMITED	SUPER PRIME
479	ABBOTT HEALTHCARE PRIVATE LIMITED	SUPER PRIME
480	ABBOTT INDIA LIMITED	SUPER PRIME
481	ABBOTT MEDICAL OPTICS PRIVATE LIMITED	SUPER PRIME
482	ABBOTT PHARMA LIMITED	SUPER PRIME
483	ABC BEARINGS LIMITED	SUPER PRIME
484	ABC CONSULTANTS PRIVATE LIMITED	SUPER PRIME
